ID,Athlete,Gender,Age,Height,Weight,Country,Code,Year,Season,City
80100,Yoko Mimoto,F,29,164,56,Japan,JPN,1996,Summer,Atlanta
80100,Yoko Mimoto,F,29,164,56,Japan,JPN,1996,Summer,Atlanta
80102,Ivo Min,M,24,183,85,Czech Republic,CZE,2008,Summer,Beijing
80107,Gor Misyan,M,21,180,140,Armenia,ARM,2016,Summer,Rio de Janeiro
80110,Yoshio Mito,M,23,178,74,Japan,JPN,1972,Summer,Munich
80111,Yusuke Mito,M,24,183,75,Japan,JPN,2010,Winter,Vancouver
80111,Yusuke Mito,M,28,183,75,Japan,JPN,2014,Winter,SoChina
80116,cho Minchev,M,19,197,92,Bulgaria,BUL,1976,Summer,Montreal
80125,Juraj Mink,M,19,181,76,Slovakia,SVK,1996,Summer,Atlanta
80125,Juraj Mink,M,23,181,76,Slovakia,SVK,2000,Summer,Sydney
80137,Keiko Mine,F,23,168,53,Japan,JPN,1988,Summer,Seoul
80138,Yukiyo Mine,F,20,166,63,Japan,JPN,2008,Summer,Beijing
80160,Glcan Mngr,F,23,165,53,Turkey,TUR,2012,Summer,London
80172,Jnis Miins,M,25,185,99,Latvia-1,LAT,2006,Winter,Torino
80172,Jnis Miins,M,25,185,99,Latvia-1,LAT,2006,Winter,Torino
80185,Yu Minobe,F,18,148,38,Japan,JPN,2008,Summer,Beijing
80185,Yu Minobe,F,18,148,38,Japan,JPN,2008,Summer,Beijing
80185,Yu Minobe,F,18,148,38,Japan,JPN,2008,Summer,Beijing
80185,Yu Minobe,F,18,148,38,Japan,JPN,2008,Summer,Beijing
80185,Yu Minobe,F,22,148,38,Japan,JPN,2012,Summer,London
80185,Yu Minobe,F,22,148,38,Japan,JPN,2012,Summer,London
80185,Yu Minobe,F,22,148,38,Japan,JPN,2012,Summer,London
80185,Yu Minobe,F,22,148,38,Japan,JPN,2012,Summer,London
80194,Marek Mintl,M,23,186,75,Slovakia,SVK,2000,Summer,Sydney
80196,Alan Minter,M,21,178,71,Great Britain,GBR,1972,Summer,Munich
80203,Lilima Minz,F,22,158,52,India,IND,2016,Summer,Rio de Janeiro
80206,Jrmie Mion,M,27,187,74,France,FRA,2016,Summer,Rio de Janeiro
80211,Amidou Mir,M,21,173,78,France,FRA,2016,Summer,Rio de Janeiro
80271,Sao Mirjani,M,20,187,99,Yugoslavia,YUG,1988,Summer,Seoul
80271,Sao Mirjani,M,24,187,99,Slovenia,SLO,1992,Summer,Barcelona
80275,Gisele Mir,F,19,170,55,Brazil,BRA,1988,Summer,Seoul
80278,Brock Miron,M,25,178,78,Cada,CAN,2006,Winter,Torino
80280,Rami Miron,M,19,170,68,Israel,ISR,1976,Summer,Montreal
80297,Sania Mirza,F,21,173,57,India,IND,2008,Summer,Beijing
80297,Sania Mirza,F,21,173,57,India,IND,2008,Summer,Beijing
80297,Sania Mirza,F,25,173,57,India,IND,2012,Summer,London
80297,Sania Mirza,F,25,173,57,India,IND,2012,Summer,London
80297,Sania Mirza,F,29,173,57,India,IND,2016,Summer,Rio de Janeiro
80297,Sania Mirza,F,29,173,57,India,IND,2016,Summer,Rio de Janeiro
80300,Ali Mirzai,M,22,171,71,Iran,IRI,1964,Summer,Tokyo
80316,China Misawa,F,18,161,45,Japan,JPN,2008,Summer,Beijing
80343,Saa Mii,M,29,198,109,Montenegro,MNE,2016,Summer,Rio de Janeiro
80347,Georg Miske,M,28,158,60,Germany,GER,1956,Summer,Melbourne
80347,Georg Miske,M,32,158,60,Germany,GER,1960,Summer,Roma
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80351,gnes Misk,F,16,165,50,Hungary,HUN,1988,Summer,Seoul
80378,Marko Miura,M,25,187,73,Croatia,CRO,1996,Summer,Atlanta
80382,Maki Mita,F,17,165,58,Japan,JPN,2000,Summer,Sydney
80382,Maki Mita,F,17,165,58,Japan,JPN,2000,Summer,Sydney
80382,Maki Mita,F,25,165,58,Japan,JPN,2008,Summer,Beijing
80382,Maki Mita,F,25,165,58,Japan,JPN,2008,Summer,Beijing
80382,Maki Mita,F,25,165,58,Japan,JPN,2008,Summer,Beijing
80495,Ka Mitsugi,F,24,172,72,Japan,JPN,2016,Summer,Rio de Janeiro
80507,Anja Mittag,F,23,168,58,Germany,GER,2008,Summer,Beijing
80507,Anja Mittag,F,31,168,58,Germany,GER,2016,Summer,Rio de Janeiro
80530,Gota Miura,M,24,166,71,Japan,JPN,1994,Winter,Lillehammer
80530,Gota Miura,M,28,166,71,Japan,JPN,1998,Winter,gano
80531,Hako Miura,F,17,150,40,Japan,JPN,1992,Summer,Barcelona
80531,Hako Miura,F,17,150,40,Japan,JPN,1992,Summer,Barcelona
80531,Hako Miura,F,17,150,40,Japan,JPN,1992,Summer,Barcelona
80531,Hako Miura,F,17,150,40,Japan,JPN,1992,Summer,Barcelona
80531,Hako Miura,F,17,150,40,Japan,JPN,1992,Summer,Barcelona
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80531,Hako Miura,F,21,150,40,Japan,JPN,1996,Summer,Atlanta
80534,Keiko Miura,F,29,168,62,Japan,JPN,2004,Summer,Athi
80534,Keiko Miura,F,33,168,62,Japan,JPN,2008,Summer,Beijing
80537,oko Miura,F,16,169,59,Japan,JPN,1976,Summer,Montreal
80537,oko Miura,F,16,169,59,Japan,JPN,1976,Summer,Montreal
80542,Hideki Miwa,M,19,179,75,Japan,JPN,1988,Summer,Seoul
80545,Sumio Miwa,M,32,170,62,Japan,JPN,1964,Summer,Tokyo
80548,Koji Miya,M,27,181,75,Japan-1,JPN,1992,Summer,Barcelona
80563,Yuji Miyai,M,22,183,68,Japan,JPN,2000,Summer,Sydney
80570,Aiko Miyake,F,18,164,52,Japan,JPN,1996,Summer,Atlanta
80570,Aiko Miyake,F,18,164,52,Japan,JPN,1996,Summer,Atlanta
80572,Ryo Miyake,M,21,178,70,Japan,JPN,2012,Summer,London
80572,Ryo Miyake,M,21,178,70,Japan,JPN,2012,Summer,London
80574,Yoko Miyake,F,28,163,52,Japan,JPN,2002,Winter,Salt Lake City
80578,Aya Miyama,F,23,157,51,Japan,JPN,2008,Summer,Beijing
80578,Aya Miyama,F,27,157,51,Japan,JPN,2012,Summer,London
80611,mi Miyazaki,F,28,163,58,Japan,JPN,2004,Summer,Athi
80622,ho Miyoshi,F,22,165,62,Japan,JPN,2016,Summer,Rio de Janeiro
80637,Takeo Mizoo,M,22,166,63,Japan,JPN,1960,Winter,Squaw Valley
80637,Takeo Mizoo,M,22,166,63,Japan,JPN,1960,Winter,Squaw Valley
80637,Takeo Mizoo,M,22,166,63,Japan,JPN,1960,Winter,Squaw Valley
80637,Takeo Mizoo,M,22,166,63,Japan,JPN,1960,Winter,Squaw Valley
80651,Ken Mizuno,M,27,165,65,Japan,JPN,2006,Winter,Torino
80679,Ivan Mladi,M,20,188,91,Croatia,CRO,2000,Summer,Sydney
80679,Ivan Mladi,M,20,188,91,Croatia,CRO,2000,Summer,Sydney
80679,Ivan Mladi,M,24,188,91,Croatia,CRO,2004,Summer,Athi
80680,Ja Mlakar,F,21,174,57,Yugoslavia,YUG,1984,Winter,Sarajevo
80680,Ja Mlakar,F,21,174,57,Yugoslavia,YUG,1984,Winter,Sarajevo
80680,Ja Mlakar,F,21,174,57,Yugoslavia,YUG,1984,Winter,Sarajevo
80683,Rene Mleku,M,26,170,71,Slovenia,SLO,2002,Winter,Salt Lake City
80685,Janez Mlir,M,26,176,68,Yugoslavia,YUG,1968,Winter,Grenoble
80685,Janez Mlir,M,26,176,68,Yugoslavia,YUG,1968,Winter,Grenoble
80685,Janez Mlir,M,26,176,68,Yugoslavia,YUG,1968,Winter,Grenoble
80687,Vclav Mls,M,27,190,89,Czechoslovakia,TCH,1976,Summer,Montreal
80691,Peter Mlynr,M,21,186,78,Slovakia,SVK,2010,Winter,Vancouver
80691,Peter Mlynr,M,21,186,78,Slovakia,SVK,2010,Winter,Vancouver
80691,Peter Mlynr,M,25,186,78,Slovakia,SVK,2014,Winter,SoChina
80691,Peter Mlynr,M,25,186,78,Slovakia,SVK,2014,Winter,SoChina
80691,Peter Mlynr,M,25,186,78,Slovakia,SVK,2014,Winter,SoChina
80695,Asif Mlikov,M,25,162,62,Azerbaijan,AZE,1996,Summer,Atlanta
80695,Asif Mlikov,M,33,162,62,Azerbaijan,AZE,2004,Summer,Athi
80701,Aas Mmmdov,M,20,169,54,Turkey,TUR,2000,Summer,Sydney
80701,Aas Mmmdov,M,24,169,54,Azerbaijan,AZE,2004,Summer,Athi
80706,dalt Mmmdov,M,21,181,125,Azerbaijan,AZE,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80714,Mo Huilan,F,17,140,38,China,CHN,1996,Summer,Atlanta
80716,Mo Ji-Yeong,M,24,176,71,South Korea,KOR,1988,Summer,Seoul
80718,Mo Ke,M,21,208,108,China,CHN,2004,Summer,Athi
80720,Mo Tae-Beom,M,20,177,80,South Korea,KOR,2010,Winter,Vancouver
80720,Mo Tae-Beom,M,20,177,80,South Korea,KOR,2010,Winter,Vancouver
80720,Mo Tae-Beom,M,20,177,80,South Korea,KOR,2010,Winter,Vancouver
80720,Mo Tae-Beom,M,24,177,80,South Korea,KOR,2014,Winter,SoChina
80720,Mo Tae-Beom,M,24,177,80,South Korea,KOR,2014,Winter,SoChina
80721,Mo Wanlan,F,14,172,60,China,CHN,1988,Summer,Seoul
80739,Peer Moberg,M,25,180,94,Norway,NOR,1996,Summer,Atlanta
80739,Peer Moberg,M,29,180,94,Norway,NOR,2000,Summer,Sydney
80739,Peer Moberg,M,33,180,94,Norway,NOR,2004,Summer,Athi
80739,Peer Moberg,M,37,180,94,Norway,NOR,2008,Summer,Beijing
80744,Jrgen Mbius,M,28,155,48,East Germany,GDR,1972,Summer,Munich
80744,Jrgen Mbius,M,32,155,48,East Germany,GDR,1976,Summer,Montreal
80748,A Mocanu,F,27,165,60,Romania,ROU,1964,Summer,Tokyo
80774,Mara Mock,F,18,160,47,Puerto Rico,PUR,1976,Summer,Montreal
80774,Mara Mock,F,18,160,47,Puerto Rico,PUR,1976,Summer,Montreal
80774,Mara Mock,F,18,160,47,Puerto Rico,PUR,1976,Summer,Montreal
80774,Mara Mock,F,18,160,47,Puerto Rico,PUR,1976,Summer,Montreal
80778,Tams Mocsai,M,25,196,93,Hungary,HUN,2004,Summer,Athi
80778,Tams Mocsai,M,33,196,93,Hungary,HUN,2012,Summer,London
80802,Pter Mdos,M,24,170,55,Hungary,HUN,2012,Summer,London
80809,Bente Moe,F,23,168,50,Norway,NOR,1984,Summer,Los Angeles
80809,Bente Moe,F,27,168,50,Norway,NOR,1988,Summer,Seoul
80829,Marc Moens,M,25,175,63,Belgium,BEL,1968,Summer,Mexico City
80829,Marc Moens,M,29,175,63,Belgium,BEL,1972,Summer,Munich
80831,Roger Moens,M,22,175,70,Belgium,BEL,1952,Summer,Helsinki
80831,Roger Moens,M,22,175,70,Belgium,BEL,1952,Summer,Helsinki
80831,Roger Moens,M,30,175,70,Belgium,BEL,1960,Summer,Roma
80831,Roger Moens,M,30,175,70,Belgium,BEL,1960,Summer,Roma
80839,Linda Moes,F,16,173,62,Netherlands,NED,1988,Summer,Seoul
80839,Linda Moes,F,16,173,62,Netherlands,NED,1988,Summer,Seoul
80839,Linda Moes,F,16,173,62,Netherlands,NED,1988,Summer,Seoul
80891,Amr Mohamed,M,30,190,92,Egypt,EGY,2004,Summer,Athi
80972,Zoltn Mohi,M,21,187,80,Hungary,HUN,1988,Summer,Seoul
80991,Hans Mhr,M,44,174,73,Switzerland,SUI,1960,Summer,Roma
80991,Hans Mhr,M,48,174,73,Switzerland,SUI,1964,Summer,Tokyo
80991,Hans Mhr,M,48,174,73,Switzerland,SUI,1964,Summer,Tokyo
80992,Heidi Mohr,F,29,167,62,Germany,GER,1996,Summer,Atlanta
80993,Malte Mohr,M,26,192,83,Germany,GER,2012,Summer,London
80994,Anke Mhring,F,19,181,69,East Germany,GDR,1988,Summer,Seoul
80994,Anke Mhring,F,19,181,69,East Germany,GDR,1988,Summer,Seoul
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81016,Kristi Moir,F,17,170,59,Puerto Rico,PUR,1968,Summer,Mexico City
81021,Jos Moirt,M,22,175,75,Mauritius,MRI,1988,Summer,Seoul
81046,Mok Ka Sha,F,25,163,55,Hong Kong,HKG,1988,Summer,Seoul
81046,Mok Ka Sha,F,25,163,55,Hong Kong,HKG,1988,Summer,Seoul
81047,Mok Sau Hei,M,23,172,63,Hong Kong,HKG,1964,Summer,Tokyo
81047,Mok Sau Hei,M,23,172,63,Hong Kong,HKG,1964,Summer,Tokyo
81048,Mok Un-Ju,F,19,160,47,North Korea,PRK,2000,Summer,Sydney
81048,Mok Un-Ju,F,19,160,47,North Korea,PRK,2000,Summer,Sydney
81048,Mok Un-Ju,F,19,160,47,North Korea,PRK,2000,Summer,Sydney
81048,Mok Un-Ju,F,19,160,47,North Korea,PRK,2000,Summer,Sydney
81048,Mok Un-Ju,F,19,160,47,North Korea,PRK,2000,Summer,Sydney
81067,Juraj Mokr,M,23,189,87,Slovakia,SVK,2014,Winter,SoChina
81072,Petr Mokr,M,24,184,75,Czechoslovakia,TCH,1972,Summer,Munich
81074,Jozef Mol,M,17,183,70,Belgium,BEL,1968,Summer,Mexico City
81115,Sione Molia,M,22,186,95,New Zealand,NZL,2016,Summer,Rio de Janeiro
81122,Alfio Moli,M,23,175,68,Switzerland,SUI,1972,Winter,Sapporo
81122,Alfio Moli,M,27,175,68,Switzerland,SUI,1976,Winter,Innsbruck
81134,Jaime Moli,M,21,183,84,Peru,PER,1984,Summer,Los Angeles
81135,Javier Moli,M,18,175,64,United States,USA,2008,Summer,Beijing
81147,Mario Moli,M,19,172,57,Chinale,China,1964,Summer,Tokyo
81187,David Mller,M,24,188,90,Germany,GER,2006,Winter,Torino
81187,David Mller,M,28,188,90,Germany,GER,2010,Winter,Vancouver
81187,David Mller,M,32,188,90,Germany,GER,2014,Winter,SoChina
81189,Frank Mller,M,28,183,78,East Germany,GDR,1988,Summer,Seoul
81190,Frank Mller,M,25,189,125,Germany,GER,1996,Summer,Atlanta
81190,Frank Mller,M,30,189,125,Germany,GER,2000,Summer,Sydney
81204,Uwe Mller,M,34,191,110,Germany,GER,1996,Summer,Atlanta
81213,Bart Mollin,M,28,183,90,Belgium,BEL,2010,Winter,Vancouver
81222,Ali Mollov,M,29,176,97,Bulgaria,BUL,2000,Summer,Sydney
81226,kos Molnr,M,25,194,90,Hungary,HUN,2012,Summer,London
81227,Albin Molnr,M,25,183,85,Balaton,HUN,1960,Summer,Roma
81231,Edit Molnr,F,26,173,52,Hungary,HUN,1992,Summer,Barcelona
81233,Endre Molnr,M,23,185,92,Hungary,HUN,1968,Summer,Mexico City
81233,Endre Molnr,M,27,185,92,Hungary,HUN,1972,Summer,Munich
81233,Endre Molnr,M,30,185,92,Hungary,HUN,1976,Summer,Montreal
81233,Endre Molnr,M,34,185,92,Hungary,HUN,1980,Summer,Moskva
81234,Erika Molnr,F,24,157,47,Hungary,HUN,2000,Summer,Sydney
81234,Erika Molnr,F,28,157,47,Hungary,HUN,2004,Summer,Athi
81236,va Molnr,F,22,170,70,Hungary,HUN,1980,Summer,Moskva
81238,Flra Molnr,F,18,175,65,Hungary,HUN,2016,Summer,Rio de Janeiro
81239,Gbor Molnr,M,24,164,70,Hungary,HUN,1996,Summer,Atlanta
81240,Gza Molnr,M,22,180,90,Hungary,HUN,1976,Summer,Montreal
81241,Gyula Molnr,M,32,172,57,Hungary,HUN,1980,Summer,Moskva
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,23,163,56,Hungary,HUN,1972,Summer,Munich
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81242,Imre Molnr,M,27,163,56,Hungary,HUN,1976,Summer,Montreal
81243,Istvn Molnr,M,27,192,90,Hungary,HUN,1964,Summer,Tokyo
81246,Kroly Molnr,M,22,171,70,Hungary,HUN,1976,Summer,Montreal
81246,Kroly Molnr,M,26,171,70,Hungary,HUN,1980,Summer,Moskva
81251,Pter Molnr,M,30,188,88,Hungary,HUN,2016,Summer,Rio de Janeiro
81251,Pter Molnr,M,30,188,88,Hungary,HUN,2016,Summer,Rio de Janeiro
81253,Tams Molnr,M,24,183,75,Hungary,HUN,1992,Summer,Barcelona
81254,Tams Molnr,M,25,193,104,Hungary,HUN,2000,Summer,Sydney
81254,Tams Molnr,M,29,193,104,Hungary,HUN,2004,Summer,Athi
81254,Tams Molnr,M,33,193,104,Hungary,HUN,2008,Summer,Beijing
81255,Zita Molnr,F,24,175,64,Hungary,HUN,2000,Summer,Sydney
81256,Zoltn Molnr,M,27,182,79,Hungary,HUN,1988,Summer,Seoul
81257,Zoltn Molnr,M,22,170,71,Hungary,HUN,1996,Summer,Atlanta
81281,Eisa Momeni,M,28,180,74,Iran,IRI,1996,Summer,Atlanta
81287,Istvn M,M,28,184,74,Hungary,HUN,1968,Summer,Mexico City
81287,Istvn M,M,28,184,74,Hungary,HUN,1968,Summer,Mexico City
81289,Juan Mco,M,24,185,77,Argenti,ARG,2008,Summer,Beijing
81289,Juan Mco,M,24,185,77,Argenti-1,ARG,2008,Summer,Beijing
81289,Juan Mco,M,28,185,77,Argenti,ARG,2012,Summer,London
81289,Juan Mco,M,32,185,77,Argenti,ARG,2016,Summer,Rio de Janeiro
81328,Ion Monea,M,19,178,75,Romania,ROU,1960,Summer,Roma
81328,Ion Monea,M,23,178,75,Romania,ROU,1964,Summer,Tokyo
81328,Ion Monea,M,27,178,75,Romania,ROU,1968,Summer,Mexico City
81329,Luc Moneger,M,19,166,56,France-2,FRA,1994,Winter,Lillehammer
81333,Ani Moneva,F,16,163,59,Bulgaria,BUL,1980,Summer,Moskva
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81365,Ruth Moniz,F,18,143,37,Australia,AUS,1996,Summer,Atlanta
81379,Tsiu Monne,M,22,173,70,Lesotho,LES,1984,Summer,Los Angeles
81413,Ren Monse,M,27,190,94,Germany,GER,1996,Summer,Atlanta
81428,Hans Montag,M,24,183,80,West Germany,FRG,1976,Summer,Montreal
81555,Carlo Monti,M,28,172,64,Italy,ITA,1948,Summer,London
81593,Willy Monty,M,20,177,77,Belgium,BEL,1960,Summer,Roma
81596,Jude Monye,M,22,188,79,Nigeria,NGR,1996,Summer,Atlanta
81596,Jude Monye,M,26,188,79,Nigeria,NGR,2000,Summer,Sydney
81596,Jude Monye,M,26,188,79,Nigeria,NGR,2000,Summer,Sydney
81610,Bryan Moody,M,28,175,77,Cada-2,CAN,2000,Summer,Sydney
81610,Bryan Moody,M,28,175,77,Cada,CAN,2000,Summer,Sydney
81639,Colin Moore,M,26,155,48,Guya,GUY,1988,Summer,Seoul
81653,Jaime Moore,F,21,167,59,Great Britain,GBR,2000,Summer,Sydney
81660,John Moore,M,27,182,90,Australia,AUS,1996,Summer,Atlanta
81667,Lizel Moore,F,30,169,56,South Africa,RSA,2000,Summer,Sydney
81668,Marie Moore,F,17,178,79,Cada,CAN,1984,Summer,Los Angeles
81668,Marie Moore,F,17,178,79,Cada,CAN,1984,Summer,Los Angeles
81670,Mark Moore,M,22,181,71,Great Britain,GBR,1984,Winter,Sarajevo
81670,Mark Moore,M,22,181,71,Great Britain,GBR,1984,Winter,Sarajevo
81670,Mark Moore,M,22,181,71,Great Britain,GBR,1984,Winter,Sarajevo
81670,Mark Moore,M,22,181,71,Great Britain,GBR,1984,Winter,Sarajevo
81692,Gary Moores,M,25,175,52,Great Britain,GBR,1984,Summer,Los Angeles
81705,Moritz Moos,M,22,176,71,Germany,GER,2016,Summer,Rio de Janeiro
81720,Lszl Mra,M,25,175,64,Hungary,HUN,1960,Summer,Roma
81720,Lszl Mra,M,37,175,64,Hungary,HUN,1972,Summer,Munich
81720,Lszl Mra,M,37,175,64,Hungary,HUN,1972,Summer,Munich
81802,Ren Morles,M,23,180,64,Guatemala,GUA,1976,Summer,Montreal
81812,Jane Moran,F,27,167,70,Australia,AUS,2012,Summer,London
81813,Jim Moran,M,25,188,89,United States,USA,1998,Winter,gano
81818,As Morand,F,16,153,47,Switzerland,SUI,2010,Winter,Vancouver
81822,Hans Morant,M,28,179,89,West Germany-2,FRG,1976,Winter,Innsbruck
81840,Duan Moravk,M,24,170,65,Czechoslovakia,TCH,1972,Summer,Munich
81840,Duan Moravk,M,24,170,65,Czechoslovakia,TCH,1972,Summer,Munich
81840,Duan Moravk,M,28,170,65,Czechoslovakia,TCH,1976,Summer,Montreal
81840,Duan Moravk,M,32,170,65,Czechoslovakia,TCH,1980,Summer,Moskva
81868,Lszl Morcz,M,24,178,76,Hungary,HUN,1980,Summer,Moskva
81877,Marcel More,M,25,186,80,Slovenia,SLO,2000,Summer,Sydney
81884,Guy Moreau,M,21,190,85,Belgium,BEL,1976,Summer,Montreal
81884,Guy Moreau,M,25,190,85,Belgium,BEL,1980,Summer,Moskva
81933,Tanja Morel,F,30,164,58,Switzerland,SUI,2006,Winter,Torino
81985,David Moret,M,21,166,60,Switzerland,SUI,2000,Summer,Sydney
81992,Ele Moretti,F,25,160,48,Italy,ITA,2012,Summer,London
82001,Felix Morf,M,22,182,87,Switzerland,SUI,1984,Summer,Los Angeles
82001,Felix Morf,M,22,182,87,Switzerland,SUI,1984,Summer,Los Angeles
82009,Alex Morgan,M,23,183,66,Jamaica,JAM,1996,Summer,Atlanta
82044,Sho Morgan,F,17,158,49,Australia,AUS,2008,Summer,Beijing
82044,Sho Morgan,F,17,158,49,Australia,AUS,2008,Summer,Beijing
82044,Sho Morgan,F,17,158,49,Australia,AUS,2008,Summer,Beijing
82044,Sho Morgan,F,17,158,49,Australia,AUS,2008,Summer,Beijing
82044,Sho Morgan,F,17,158,49,Australia,AUS,2008,Summer,Beijing
82068,Chinatsu Mori,F,24,169,92,Japan,JPN,2004,Summer,Athi
82070,Eita Mori,M,33,173,76,Japan,JPN,2016,Summer,Rio de Janeiro
82074,Hisako Mori,F,28,162,47,Japan-2,JPN,1992,Summer,Barcelona
82075,Kaori Mori,F,24,157,50,Japan,JPN,2004,Summer,Athi
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82078,Mieko Mori,F,22,151,43,Japan,JPN,1988,Summer,Seoul
82080,Minori Mori,F,26,160,67,Japan,JPN,1984,Summer,Los Angeles
82081,gako Mori,F,26,160,58,Japan,JPN,2002,Winter,Salt Lake City
82085,Takaji Mori,M,24,172,63,Japan,JPN,1968,Summer,Mexico City
82086,Takumi Mori,M,28,170,72,Japan,JPN,1992,Summer,Barcelona
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,17,140,34,Japan,JPN,1984,Summer,Los Angeles
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82133,Maiko Morio,F,21,140,34,Japan,JPN,1988,Summer,Seoul
82165,Ingolf Mork,M,24,177,69,Norway,NOR,1972,Winter,Sapporo
82165,Ingolf Mork,M,24,177,69,Norway,NOR,1972,Winter,Sapporo
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82189,Lisa Moro,F,15,138,33,Australia,AUS,1996,Summer,Atlanta
82192,Paola Moro,F,31,160,50,Italy,ITA,1984,Summer,Los Angeles
82213,Olha Moroz,F,25,170,60,Ukraine,UKR,1996,Summer,Atlanta
82233,Bruno Morri,M,26,180,85,San Marino,SMR,1972,Summer,Munich
82233,Bruno Morri,M,30,180,85,San Marino,SMR,1976,Summer,Montreal
82233,Bruno Morri,M,34,180,85,San Marino,SMR,1980,Summer,Moskva
